Hogar,ID Individuo,Núcleo,PaísOrigen,TieneDNI,EdadMeses,Sexo,RelconJefeFlia,Educacion,EstuActual,Trabaja,NoTrabBusca,SiTrabHaceCuanto,SiTrabFormal,Ocupacion,ProbSalud,DiscaCroni,Embarazo,RecibePlanSocial,TipoPlanSocial1,TipoPlanSocial2,IngTrab,IngPlan,EdadHijoMenorMess,CantTotalDePers,CantTotalDeMuj,CantPersSinProbSal,CantTotalHijos,CantTotalHijMen18,CantJefHog,CantPersTrab,CantPersTrabForm,CantEmb,CantEnfCron,CantPersEdadTrab2560,Barrio,Zona,Sede,TiempoViveBarrio,TiempoViveCasa,DimCasa,AmbCasa,CantCamas,CantPersCasa,EstPropCasa,Inunda,Viento,Humeda,Inestable,OtraSit,PoseeTerrenoAdec,UsoVDE,MatTecho,MatParedes,TipoPiso,EstadoTecho,EstadoPared,EstadoPiso,EstPropTerreno,UbicTerreno,SitDomTerreno,HundimientoTerreno,PozoNegroTerreno,NoEspacioTerreno,CañosEscPisoTerreno,InundacionesTerreno,MatConst,TieneTerrenoVDE,Campo39,AccesoAgua,Baño,ConexionLuz,ConexionAgua,ElimSanitaria,ComoCocina,Prioridad,
58371,5837001,1,Argentina,Si,723,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,Si,,3,No,Empleada Doméstica,Ninguno,No,No,No,Ninguno,Ninguno,1600,0,271,3,2,3,2,0,1,2,,,,1,"Juan Manuel de Rosas, Capital",Córdoba Capital,02 - Cordoba,18,0,18,2,5,7,01 - Propia,No,Si,No,Si,No,Si,02 - Dormitorio Adicional,01 - Chapa,02 - Bloques de cemento,01 - Cemento,02 - Reparable,02 - Reparable,02 - Reparable,01 - Propio,01 - Donde vive ahora,02 - En vías de regularización,No,No,No,No,No,Si,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","03 - Si, con medidor particular",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
58381,5838001,1,Argentina,Si,559,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,No,,,,No Trabaja,Diabetes,No,No,No,AUH,Ninguno,0,220,150,4,1,3,3,1,1,,,,,2,"Juan Manuel de Rosas, Capital",Córdoba Capital,02 - Cordoba,7,6,12,2,4,4,01 - Propia,Si,Si,No,No,No,Si,02 - Dormitorio Adicional,01 - Chapa,02 - Bloques de cemento,01 - Cemento,02 - Reparable,02 - Reparable,02 - Reparable,01 - Propio,01 - Donde vive ahora,02 - En vías de regularización,No,No,No,No,Si,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","03 - Si, con medidor particular",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
58391,5839001,1,Argentina,Si,375,Femenino,Jefe de Hogar,05 - Primaria Completa,No,No,Si,,,Ama de Casa,Ninguno,No,No,Si,Otro,Ninguno,1200,,14,9,5,8,7,7,2,1,,,,2,"Juan Manuel de Rosas, Capital",Córdoba Capital,02 - Cordoba,2,2,36,3,8,10,01 - Propia,Si,Si,Si,No,No,Si,02 - Dormitorio Adicional,01 - Chapa,02 - Bloques de cemento,01 - Cemento,02 - Reparable,02 - Reparable,02 - Reparable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"02 - Si, dentro de la casa","04 - Si, irregular (""colgado"")",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
58391,5839002,1,Argentina,Si,420,Masculino,Jefe de Hogar,04 - Primaria Incompleta,No,Si,,3,No,Ofrece Servicios por Cuenta Propia,Ninguno,No,No,No,Ninguno,Ninguno,1200,0,14,9,5,8,7,7,2,1,,,,2,"Juan Manuel de Rosas, Capital",Córdoba Capital,02 - Cordoba,2,2,36,3,8,10,01 - Propia,Si,Si,Si,No,No,Si,02 - Dormitorio Adicional,01 - Chapa,02 - Bloques de cemento,01 - Cemento,02 - Reparable,02 - Reparable,02 - Reparable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"02 - Si, dentro de la casa","04 - Si, irregular (""colgado"")",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
5841,584001,1,Argentina,Si,387,Femenino,Jefe de Hogar,07 - Secundaria Incompleta,No,No,No,,,Ama de Casa,Ninguno,No,No,No,Ninguno,Ninguno,3500,0,58,3,1,2,1,1,1,1,,,,2,"19 de Septiembre, La Matanza",La Matanza,01 - Buenos Aires,0,0,9,1,2,3,01 - Propia,No,Si,Si,Si,No,,,01 - Chapa,07 - Madera,01 - Cemento,02 - Reparable,03 - Irrecuperable,03 - Irrecuperable,01 - Propio,03 - En otro sector del mismo barrio,01 - Irregular (sin título de propiedad),Si,No,No,No,No,No,Si,03 - Vivienda única,01 - No tiene,01 - No tiene,"04 - Si, irregular (""colgado"")",06 -Otro,04 - Otro,03 - Garrafa,04 - Alta,No es AUH
58411,5841001,1,Argentina,Si,344,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,Si,,2,No,Empleada Doméstica,Ninguno,No,No,No,AUH,Ninguno,1480,660,46,5,3,5,3,3,2,2,,,,2,"Juan Manuel de Rosas, Capital",Córdoba Capital,02 - Cordoba,7,7,36,3,2,5,01 - Propia,No,Si,Si,No,No,Si,02 - Dormitorio Adicional,01 - Chapa,02 - Bloques de cemento,01 - Cemento,02 - Reparable,01 - Bueno,02 - Reparable,01 - Propio,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","03 - Si, con medidor particular",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
58411,5841002,1,Argentina,Si,428,Masculino,Jefe de Hogar,07 - Secundaria Incompleta,No,Si,,2,No,Albañil/Obrero Construcción,Ninguno,No,No,No,AUH,Ninguno,1480,660,46,5,3,5,3,3,2,2,,,,2,"Juan Manuel de Rosas, Capital",Córdoba Capital,02 - Cordoba,7,7,36,3,2,5,01 - Propia,No,Si,Si,No,No,Si,02 - Dormitorio Adicional,01 - Chapa,02 - Bloques de cemento,01 - Cemento,02 - Reparable,01 - Bueno,02 - Reparable,01 - Propio,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","03 - Si, con medidor particular",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
58421,5842001,1,Argentina,,455,Femenino,Jefe de Hogar,07 - Secundaria Incompleta,No,Si,,3,No,Empleada Doméstica,Ninguno,No,No,No,AUH,Ninguno,1900,440,22,4,1,4,2,2,2,2,,,,2,"Juan Manuel de Rosas, Capital",Córdoba Capital,02 - Cordoba,4,1,9,1,3,4,01 - Propia,No,No,Si,No,No,Si,02 - Dormitorio Adicional,01 - Chapa,02 - Bloques de cemento,01 - Cemento,02 - Reparable,02 - Reparable,02 - Reparable,01 - Propio,01 - Donde vive ahora,02 - En vías de regularización,No,No,No,No,No,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","02 - Si, con medidor comunitario",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
58421,5842002,1,Argentina,Si,338,Masculino,Jefe de Hogar,04 - Primaria Incompleta,No,Si,,3,No,Otro,Ninguno,No,No,No,AUH,Ninguno,1900,440,22,4,1,4,2,2,2,2,,,,2,"Juan Manuel de Rosas, Capital",Córdoba Capital,02 - Cordoba,4,1,9,1,3,4,01 - Propia,No,No,Si,No,No,Si,02 - Dormitorio Adicional,01 - Chapa,02 - Bloques de cemento,01 - Cemento,02 - Reparable,02 - Reparable,02 - Reparable,01 - Propio,01 - Donde vive ahora,02 - En vías de regularización,No,No,No,No,No,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","02 - Si, con medidor comunitario",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
58431,5843001,1,Argentina,Si,458,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,Si,,3,No,Empleada Doméstica,Ninguno,No,No,No,AUH,Ninguno,2000,1320,63,7,3,6,6,6,1,1,,,,1,"Juan Manuel de Rosas, Capital",Córdoba Capital,02 - Cordoba,16,16,30,3,6,6,01 - Propia,No,No,Si,No,Si,Si,02 - Dormitorio Adicional,01 - Chapa,02 - Bloques de cemento,01 - Cemento,02 - Reparable,03 - Irrecuperable,02 - Reparable,01 - Propio,01 - Donde vive ahora,02 - En vías de regularización,No,No,No,No,No,No,,,03 - Dentro de la casa,"02 - Si, dentro de la casa","03 - Si, con medidor particular",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
58461,5846001,1,Argentina,Si,223,Femenino,Jefe de Hogar,05 - Primaria Completa,No,No,,,,Ama de Casa,Ninguno,No,No,No,AUH,Ninguno,2200,430,12,4,2,4,2,2,2,1,,,,0,"Primera Junta, Capital",Córdoba Capital,02 - Cordoba,7,7,6,1,2,4,03 - Prestada,No,No,No,No,No,Si,04 - Vivienda Unica,01 - Chapa,02 - Bloques de cemento,01 - Cemento,01 - Bueno,01 - Bueno,02 - Reparable,04 - Otra Situacion,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,No,Si,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","03 - Si, con medidor particular",02 - Agua corriente regular,02 - Conectado a servicio de cloacas,03 - Garrafa,03 - Media-Alta,No es AUH
58461,5846002,1,Argentina,Si,233,Masculino,Jefe de Hogar,05 - Primaria Completa,No,Si,,2,No,Empleado de Comercio,Ninguno,No,No,No,AUH,Ninguno,2200,430,12,4,2,4,2,2,2,1,,,,0,"Primera Junta, Capital",Córdoba Capital,02 - Cordoba,7,7,6,1,2,4,03 - Prestada,No,No,No,No,No,Si,04 - Vivienda Unica,01 - Chapa,02 - Bloques de cemento,01 - Cemento,01 - Bueno,01 - Bueno,02 - Reparable,04 - Otra Situacion,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,No,Si,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","03 - Si, con medidor particular",02 - Agua corriente regular,02 - Conectado a servicio de cloacas,03 - Garrafa,03 - Media-Alta,No es AUH
58471,5847001,1,Argentina,Si,469,Masculino,Jefe de Hogar,07 - Secundaria Incompleta,No,Si,,3,Si,Albañil/Obrero Construcción,Ninguno,No,No,Si,Otro,Ninguno,2500,1250,10,8,3,6,6,6,2,1,1,,1,2,"Primera Junta, Capital",Córdoba Capital,02 - Cordoba,4,4,24,2,3,8,01 - Propia,No,No,No,No,No,Si,02 - Dormitorio Adicional,01 - Chapa,05 - Ladrillo,01 - Cemento,01 - Bueno,01 - Bueno,02 - Reparable,01 - Propio,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","03 - Si, con medidor particular",02 - Agua corriente regular,02 - Conectado a servicio de cloacas,03 - Garrafa,04 - Alta,No es AUH
58471,5847002,1,Argentina,Si,358,Femenino,Jefe de Hogar,07 - Secundaria Incompleta,No,No,,,,Ama de Casa,Ninguno,No,No,No,AUH,Ninguno,2500,1250,10,8,3,6,6,6,2,1,1,,1,2,"Primera Junta, Capital",Córdoba Capital,02 - Cordoba,4,4,24,2,3,8,01 - Propia,No,No,No,No,No,Si,02 - Dormitorio Adicional,01 - Chapa,05 - Ladrillo,01 - Cemento,01 - Bueno,01 - Bueno,02 - Reparable,01 - Propio,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","03 - Si, con medidor particular",02 - Agua corriente regular,02 - Conectado a servicio de cloacas,03 - Garrafa,04 - Alta,No es AUH
58491,5849001,1,Argentina,Si,541,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,No,,,,Ama de Casa,Ninguno,No,No,Si,Pension,Ninguno,2000,,16,7,4,6,6,5,1,1,,,,2,"Juan Manuel de Rosas, Capital",Córdoba Capital,02 - Cordoba,10,,18,1,4,10,,Si,No,Si,No,No,Si,02 - Dormitorio Adicional,01 - Chapa,05 - Ladrillo,01 - Cemento,02 - Reparable,02 - Reparable,01 - Bueno,01 - Propio,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","03 - Si, con medidor particular",02 - Agua corriente regular,03 - Pozo negro,,04 - Alta,No es AUH
58501,5850001,1,Argentina,Si,381,Femenino,Jefe de Hogar,05 - Primaria Completa,Si,Si,,3,No,Vendedor,Ninguno,No,No,No,AUH,Ninguno,2800,440,86,6,3,4,5,5,1,2,,,,1,"Juan Manuel de Rosas, Capital",Córdoba Capital,02 - Cordoba,19,19,27,3,6,5,01 - Propia,No,No,Si,No,No,Si,04 - Vivienda Unica,01 - Chapa,02 - Bloques de cemento,01 - Cemento,03 - Irrecuperable,02 - Reparable,01 - Bueno,01 - Propio,01 - Donde vive ahora,02 - En vías de regularización,No,No,No,Si,Si,,No,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","03 - Si, con medidor particular",02 - Agua corriente regular,02 - Conectado a servicio de cloacas,03 - Garrafa,03 - Media-Alta,No es AUH
5851,585002,1,Argentina,Si,386,Masculino,Jefe de Hogar,07 - Secundaria Incompleta,No,Si,,1,No,Albañil/Obrero Construcción,Otra,No,No,No,AUH,Ninguno,2000,125,6,4,3,2,2,2,1,1,,,,2,"Oncativo, Córdoba",Córdoba Interior,07 - Rio Cuarto,32,4,15,1,2,4,01 - Propia,No,Si,No,No,Si,Si,02 - Dormitorio Adicional,01 - Chapa,05 - Ladrillo,01 - Cemento,03 - Irrecuperable,03 - Irrecuperable,02 - Reparable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,Si,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,01 - No tiene,"04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",01 - No tiene,03 - Garrafa,04 - Alta,No es AUH
58511,5851001,1,Argentina,Si,583,Femenino,Jefe de Hogar,02 - Jardin,No,Si,,3,No,Ofrece Servicios por Cuenta Propia,Ninguno,No,No,Si,Otro,Ninguno,4200,,84,4,1,3,3,3,1,3,,,,1,"Belen, Posadas",Posadas,05 - Misiones,12,1,30,2,4,4,01 - Propia,No,No,Si,No,No,Si,02 - Dormitorio Adicional,06 - Teja o Losa,05 - Ladrillo,02 - Ladrillo,01 - Bueno,01 - Bueno,01 - Bueno,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,Si,No,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa",01 - No tiene,"01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,02 - Media-Baja,No es AUH
58521,5852001,1,Argentina,Si,505,Masculino,Jefe de Hogar,05 - Primaria Completa,No,Si,,2,Si,Albañil/Obrero Construcción,Ninguno,No,No,No,AUH,Ninguno,4000,1100,18,7,4,7,5,5,2,1,1,,,2,"Juan Manuel de Rosas, Capital",Córdoba Capital,02 - Cordoba,15,15,32,3,4,7,01 - Propia,No,No,Si,No,No,Si,02 - Dormitorio Adicional,01 - Chapa,02 - Bloques de cemento,01 - Cemento,02 - Reparable,01 - Bueno,01 - Bueno,01 - Propio,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"02 - Si, dentro de la casa","03 - Si, con medidor particular","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
58521,5852002,1,Argentina,Si,404,Femenino,Jefe de Hogar,05 - Primaria Completa,No,No,,,,Ama de Casa,Ninguno,No,No,No,AUH,Ninguno,4000,1100,18,7,4,7,5,5,2,1,1,,,2,"Juan Manuel de Rosas, Capital",Córdoba Capital,02 - Cordoba,15,15,32,3,4,7,01 - Propia,No,No,Si,No,No,Si,02 - Dormitorio Adicional,01 - Chapa,02 - Bloques de cemento,01 - Cemento,02 - Reparable,01 - Bueno,01 - Bueno,01 - Propio,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"02 - Si, dentro de la casa","03 - Si, con medidor particular","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
58531,5853001,1,Argentina,Si,383,Femenino,Jefe de Hogar,05 - Primaria Completa,No,Si,,3,Si,Empleada Doméstica,Ninguno,No,No,No,AUH,Ninguno,770,440,86,3,1,2,2,2,1,1,1,,,1,"Juan Manuel de Rosas, Capital",Córdoba Capital,02 - Cordoba,9,9,63,4,3,3,01 - Propia,Si,No,Si,No,Si,Si,04 - Vivienda Unica,01 - Chapa,02 - Bloques de cemento,01 - Cemento,02 - Reparable,02 - Reparable,01 - Bueno,01 - Propio,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,No,No,,Si,03 - Vivienda única,03 - Dentro de la casa,"02 - Si, dentro de la casa","04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,02 - Media-Baja,No es AUH
58541,5854001,1,Argentina,Si,808,Masculino,Jefe de Hogar,05 - Primaria Completa,No,No,No,,,Jubilado,Ninguno,No,No,No,Ninguno,Ninguno,0,0,330,3,1,2,2,0,1,,,,,2,"Juan Manuel de Rosas, Capital",Córdoba Capital,02 - Cordoba,9,,32,2,5,5,01 - Propia,No,Si,No,No,No,Si,02 - Dormitorio Adicional,01 - Chapa,05 - Ladrillo,01 - Cemento,01 - Bueno,01 - Bueno,01 - Bueno,04 - Otra Situacion,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,02 - Media-Baja,No es AUH
58551,5855001,1,Argentina,Si,608,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,No,,,,Ama de Casa,Ninguno,No,No,No,AUH,Ninguno,6000,440,147,6,1,6,4,2,2,3,,,,3,"Primera Junta, Capital",Córdoba Capital,02 - Cordoba,6,6,45,3,7,11,01 - Propia,No,Si,No,No,No,Si,02 - Dormitorio Adicional,01 - Chapa,02 - Bloques de cemento,01 - Cemento,01 - Bueno,02 - Reparable,01 - Bueno,01 - Propio,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,No,Si,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"02 - Si, dentro de la casa","03 - Si, con medidor particular",02 - Agua corriente regular,03 - Pozo negro,,03 - Media-Alta,No es AUH
58551,5855002,1,Argentina,Si,658,Masculino,Jefe de Hogar,04 - Primaria Incompleta,No,Si,,3,No,Ofrece Servicios por Cuenta Propia,Ninguno,No,No,No,AUH,Ninguno,6000,440,147,6,1,6,4,2,2,3,,,,3,"Primera Junta, Capital",Córdoba Capital,02 - Cordoba,6,6,45,3,7,11,01 - Propia,No,Si,No,No,No,Si,02 - Dormitorio Adicional,01 - Chapa,02 - Bloques de cemento,01 - Cemento,01 - Bueno,02 - Reparable,01 - Bueno,01 - Propio,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,No,Si,No,Si,02 - Dormitorio adicional,04 - Fuera de la casa pero dentro del terreno,"02 - Si, dentro de la casa","03 - Si, con medidor particular",02 - Agua corriente regular,03 - Pozo negro,,03 - Media-Alta,No es AUH
58561,5856001,1,Argentina,Si,308,Femenino,Jefe de Hogar,07 - Secundaria Incompleta,No,Si,,2,No,Empleado de Comercio,Ninguno,No,No,No,Ninguno,Ninguno,1840,0,27,4,2,4,2,2,2,2,,,,2,"Primera Junta, Capital",Córdoba Capital,02 - Cordoba,2,2,16,2,3,4,01 - Propia,No,No,Si,No,No,Si,01 - Comedor,01 - Chapa,02 - Bloques de cemento,01 - Cemento,01 - Bueno,02 - Reparable,01 - Bueno,01 - Propio,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,No,No,No,Si,01 - Comedor / Cocina,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","03 - Si, con medidor particular",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,02 - Media-Baja,No es AUH
58561,5856002,1,Argentina,Si,387,Masculino,Jefe de Hogar,05 - Primaria Completa,No,Si,,3,No,Vendedor,Ninguno,No,No,Si,Otro,Ninguno,1840,,27,4,2,4,2,2,2,2,,,,2,"Primera Junta, Capital",Córdoba Capital,02 - Cordoba,2,2,16,2,3,4,01 - Propia,No,No,Si,No,No,Si,01 - Comedor,01 - Chapa,02 - Bloques de cemento,01 - Cemento,01 - Bueno,02 - Reparable,01 - Bueno,01 - Propio,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,No,No,No,Si,01 - Comedor / Cocina,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","03 - Si, con medidor particular",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,02 - Media-Baja,No es AUH
58581,5858001,1,Argentina,Si,317,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,No,No,,,Ama de Casa,Ninguno,No,No,No,AUH,Ninguno,600,1100,3,7,3,5,5,5,2,1,,,,2,"Juan Manuel de Rosas, Capital",Córdoba Capital,02 - Cordoba,1,1,10,2,3,7,01 - Propia,No,No,Si,No,No,Si,02 - Dormitorio Adicional,01 - Chapa,02 - Bloques de cemento,01 - Cemento,01 - Bueno,02 - Reparable,01 - Bueno,01 - Propio,01 - Donde vive ahora,02 - En vías de regularización,No,No,Si,Si,Si,,No,02 - Dormitorio adicional,01 - No tiene,01 - No tiene,"04 - Si, irregular (""colgado"")",06 -Otro,01 - No tiene,03 - Garrafa,04 - Alta,No es AUH
58581,5858002,1,Argentina,,309,Masculino,Jefe de Hogar,04 - Primaria Incompleta,Si,Si,,3,No,Ofrece Servicios por Cuenta Propia,Ninguno,No,No,No,AUH,Ninguno,600,1100,3,7,3,5,5,5,2,1,,,,2,"Juan Manuel de Rosas, Capital",Córdoba Capital,02 - Cordoba,1,1,10,2,3,7,01 - Propia,No,No,Si,No,No,Si,02 - Dormitorio Adicional,01 - Chapa,02 - Bloques de cemento,01 - Cemento,01 - Bueno,02 - Reparable,01 - Bueno,01 - Propio,01 - Donde vive ahora,02 - En vías de regularización,No,No,Si,Si,Si,,No,02 - Dormitorio adicional,01 - No tiene,01 - No tiene,"04 - Si, irregular (""colgado"")",06 -Otro,01 - No tiene,03 - Garrafa,04 - Alta,No es AUH
58591,5859001,1,Bolivia,Si,469,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,Si,,3,No,Vendedor,Otra,No,No,No,AUH,Ninguno,800,660,8,5,2,3,3,3,2,1,,,1,2,"Juan Manuel de Rosas, Capital",Córdoba Capital,02 - Cordoba,5,5,70,4,4,5,03 - Prestada,No,No,No,No,No,Si,04 - Vivienda Unica,01 - Chapa,02 - Bloques de cemento,01 - Cemento,01 - Bueno,01 - Bueno,01 - Bueno,03 - Prestado,01 - Donde vive ahora,02 - En vías de regularización,No,No,No,No,No,No,Si,03 - Vivienda única,03 - Dentro de la casa,"02 - Si, dentro de la casa","03 - Si, con medidor particular",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
58591,5859002,1,Bolivia,Si,444,Masculino,Jefe de Hogar,01 - Ninguno,,No,,,,No Trabaja,Otra,Si,No,No,AUH,Ninguno,800,660,8,5,2,3,3,3,2,1,,,1,2,"Juan Manuel de Rosas, Capital",Córdoba Capital,02 - Cordoba,5,5,70,4,4,5,03 - Prestada,No,No,No,No,No,Si,04 - Vivienda Unica,01 - Chapa,02 - Bloques de cemento,01 - Cemento,01 - Bueno,01 - Bueno,01 - Bueno,03 - Prestado,01 - Donde vive ahora,02 - En vías de regularización,No,No,No,No,No,No,Si,03 - Vivienda única,03 - Dentro de la casa,"02 - Si, dentro de la casa","03 - Si, con medidor particular",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
58601,5860001,1,Argentina,Si,348,Femenino,Jefe de Hogar,07 - Secundaria Incompleta,No,No,No,,,Ama de Casa,Ninguno,No,No,No,Ninguno,Ninguno,2400,0,16,4,1,4,2,2,1,1,1,,,2,"Juan Manuel de Rosas, Capital",Córdoba Capital,02 - Cordoba,2,,32,3,3,7,01 - Propia,Si,No,Si,No,No,Si,04 - Vivienda Unica,01 - Chapa,02 - Bloques de cemento,01 - Cemento,01 - Bueno,02 - Reparable,01 - Bueno,01 - Propio,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,No,Si,No,,03 - Vivienda única,03 - Dentro de la casa,"03 - Si, fuera de la casa","03 - Si, con medidor particular",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,02 - Media-Baja,No es AUH
5861,586001,1,Argentina,Si,372,Masculino,Jefe de Hogar,08 - Secundaria Completa,No,Si,,3,Si,Empleado de Comercio,Otra,No,No,No,Ninguno,Ninguno,2500,0,4,6,1,2,4,4,1,1,1,,,2,"Caballeriza, Obera",Oberá,05 - Misiones,18,18,23,2,4,6,01 - Propia,No,Si,Si,No,Si,Si,02 - Dormitorio Adicional,01 - Chapa,07 - Madera,01 - Cemento,01 - Bueno,02 - Reparable,01 - Bueno,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,02 - Comunitario,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
58621,5862001,1,Argentina,Si,226,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,No,No,,,Ama de Casa,Ninguno,No,No,Si,Otro,Ninguno,2400,,4,4,2,4,2,2,2,1,1,,,0,"Juan Manuel de Rosas, Capital",Córdoba Capital,02 - Cordoba,8,2,56,3,5,5,03 - Prestada,No,No,No,No,No,Si,04 - Vivienda Unica,01 - Chapa,02 - Bloques de cemento,01 - Cemento,01 - Bueno,01 - Bueno,01 - Bueno,03 - Prestado,01 - Donde vive ahora,02 - En vías de regularización,No,No,No,Si,No,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"02 - Si, dentro de la casa","03 - Si, con medidor particular","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
